Course code,Average,Standard Deviation,min,max
MUSC 300,77,4,74,93
APSC 182,77,1,96,99
MTRL 252,76,29,0,96
CHBE 486,79,2,82,90
ETEC 520,87,13,47,95
ELEC 471,89,11,57,95
NURS 510,75,9,61,95
CHBE 364,80,10,28,91
CIVL 580,77,13,0,91
MINE 224,80,7,61,93
ENGL 476,84,9,46,93
SOCI 442,75,12,70,99
CELL 511,85,9,66,95
FIST 100,73,,,
ASIA 323,78,3,81,89
BUSI 444,,5,70,86
BIOL 153,,3,85,95
PLAN 559,86,4,80,92
CPSC 507,74,3,82,93
ASIA 372,75,21,33,95
BAFI 511,79,5,78,92
SCAN 336,79,3,80,90
AUDI 556,92,3,85,95
SOWK 425,92,9,66,91
THTR 308,90,5,72,86
NURS 504,81,7,70,92
POLI 562,81,5,71,88
MECH 555,86,10,54,91
CPSC 548,81,14,40,95
MATH 322,82,3,73,86
CRWR 599,82,20,0,88
ASIA 373,87,15,0,90
SURG 510,90,14,27,95
FRST 200,90,8,54,90
AUDI 575,82,2,82,89
COMM 438,81,4,74,85
COMM 420,77,13,0,94
FRST 351,81,18,0,94
COMM 296,81,2,80,88
MECH 457,74,5,58,87
COMM 280,77,11,38,90
ARCH 404,78,2,81,86
LLED 213,70,4,78,88
ANTH 206,84,15,0,90
ASIA 561,88,17,4,90
PERS 300,87,10,45,93
APSC 201,98,7,61,92
SPAN 102,81,9,36,95
GERM 305,86,8,57,90
ANTH 332,77,5,68,85
EOSC 212,81,3,73,86
CHEM 305,85,12,38,88
BABS 507,77,15,36,90
BIOC 460,79,9,48,88
MUSC 206,84,17,0,87
AUDI 593,79,11,51,100
AUDI 402,91,11,51,100
PLAN 521,85,21,0,88
PHRM 351,,10,21,89
GEOB 500,,4,80,93
BIOL 431,85,15,33,91
ASIA 484,76,9,50,90
BUSI 442,87,11,40,90
BIOC 421,86,15,19,93
BIOL 441,87,20,9,99
COMR 387,80,21,0,86
CPSC 103,88,16,0,87
CRWR 430,84,12,32,85
MECH 458,89,8,43,88
LARC 553,79,8,46,88
SPHA 551,79,7,57,87
BUSI 470,82,9,46,87
PSYC 449,81,11,41,88
CLST 311,75,13,24,93
PLAN 595,81,13,22,89
ENGL 338,81,12,11,90
MATH 521,74,7,61,91
ENGL 468,82,15,2,85
BUSI 111,75,12,42,97
SPAN 221,77,7,66,88
PSYC 308,87,10,32,89
FNIS 452,80,17,0,94
MUSC 319,78,12,22,88
ECON 365,80,13,0,88
MICB 308,85,15,16,90
PHYS 210,79,17,42,87
COMM 202,75,15,11,88
ARST 580,84,9,35,88
COMM 464,84,8,48,90
CAPS 200,71,17,0,88
THTR 150,71,6,60,86
HIST 341,80,10,52,90
RHSC 502,77,12,19,89
EOSC 118,82,10,16,86
POLI 511,80,23,0,87
PHIL 321,79,4,75,91
EDST 509,81,10,50,90
PHIL 362,76,9,60,90
ECON 602,74,9,60,90
ECED 440,76,15,0,86
ENGL 472,74,12,33,89
THTR 406,77,18,0,85
ELEC 315,77,16,0,88
MEDG 520,77,16,5,88
ARTH 101,66,7,55,90
SOWK 532,79,13,0,93
CPSC 554,88,17,0,91
ECON 573,77,6,62,88
ANTH 418,76,9,43,91
MICB 401,77,11,25,90
FRST 559,75,9,42,92
CEEN 550,74,12,40,90
PHRM 341,69,17,0,91
PLAN 522,72,12,46,90
CRWR 205,68,9,25,91
PHRM 141,77,18,0,87
EPSE 408,75,13,35,92
APBI 412,77,13,14,86
BIOL 404,76,6,56,90
ENGL 310,72,12,19,95
FRST 311,80,17,0,93
MTRL 495,71,13,20,92
ELEC 421,78,9,62,94
CPSC 213,78,4,68,89
AUDI 403,71,3,75,89
ELEC 481,80,7,63,98
ECON 334,81,4,72,87
ENDS 401,76,2,85,93
PSYC 331,71,8,62,96
HIST 102,72,6,71,94
GEOB 408,71,2,88,97
MUSC 150,72,4,73,87
LARC 540,77,3,72,84
PERS 400,72,3,83,100
MUSC 182,73,3,81,93
GEOG 361,77,6,61,88
PHYS 341,72,5,71,88
CNPS 669,73,4,72,87
SOCI 217,74,10,67,98
MICB 402,78,,,
VISA 280,73,13,57,98
FRST 239,67,10,68,97
EPSE 597,85,0,100,100
CHBE 483,77,2,83,91
MATH 559,78,3,86,96
PLAN 321,78,4,80,95
STAT 251,78,4,85,93
BMEG 511,72,2,80,91
COHR 303,79,5,86,100
BMEG 500,72,5,72,90
EECE 560,73,14,31,93
EPSE 546,70,12,27,86
MATH 180,74,7,46,86
MUSC 153,74,12,27,95
CPSC 449,72,12,25,98
RELG 203,78,22,0,98
MUSC 591,72,2,80,85
MRNE 415,74,16,28,91
CRWR 302,74,10,43,92
CPEN 331,73,4,62,89
BAMS 506,68,17,0,92
APBI 318,78,19,0,100
CPSC 416,70,4,75,93
ASIA 402,71,19,0,93
PATH 407,76,13,0,100
ENGL 489,74,22,0,86
BMEG 245,73,7,50,89
CHEM 313,73,14,0,95
JRNL 534,74,15,16,100
PHIL 375,72,11,3,98
MTRL 486,81,16,0,89
CPSC 504,84,14,10,99
SURG 512,86,10,5,95
DSCI 532,94,5,75,90
MATH 533,81,7,74,93
DSCI 573,89,7,73,94
MINE 432,85,5,77,96
APPP 501,88,11,57,96
EDCP 513,93,6,78,95
BAIT 509,79,2,81,88
COHR 403,80,3,78,87
VISA 320,97,,,
APBI 311,86,2,81,90
SURG 516,79,3,81,89
POLI 345,81,4,77,90
MUSC 154,80,2,83,90
HIST 597,85,4,76,93
THTR 323,,7,74,95
CHBE 459,,5,71,90
COMM 355,82,4,77,90
COMM 490,87,3,82,91
PHYS 305,100,4,80,95
LIBR 557,88,6,73,94
STAT 200,89,3,80,88
CIVL 508,87,6,74,92
MUSC 121,89,2,88,93
MINE 404,86,5,76,91
BIOC 304,95,3,88,95
SPPH 500,81,6,74,95
BIOL 205,79,4,77,91
COGS 303,76,4,87,97
ASIA 451,78,6,72,93
DHYG 106,76,6,69,95
MIDW 107,86,2,80,89
BIOL 425,79,17,0,90
MINE 491,81,4,68,90
MECH 306,72,5,68,91
JAPN 360,80,4,76,95
HIST 473,84,5,70,92
MINE 508,80,10,50,96
PLAN 523,82,16,0,95
CEEN 525,85,4,83,95
GRSJ 328,76,10,66,96
ARBC 101,81,10,31,97
ASIA 410,71,8,55,87
MEDI 570,79,8,65,95
CHBE 571,78,4,70,87
FREN 329,74,12,50,88
ASIA 315,80,6,73,91
MATH 312,73,6,76,95
EOSC 373,81,18,42,98
MATH 305,80,7,63,92
SPHA 555,83,9,61,90
PHIL 348,84,,,
COMM 452,84,6,72,91
BUSI 460,86,9,70,89
UDES 501,83,9,68,95
LING 431,87,8,67,98
FRST 350,85,10,63,91
CHEM 302,84,6,60,93
ARTH 320,,14,0,94
STAT 547,,6,62,89
POLI 464,86,8,60,95
MATH 100,86,8,40,97
BUSI 493,84,8,60,96
FREN 495,87,15,5,94
DANI 100,89,15,2,97
ECON 339,87,16,0,98
EPSE 606,83,14,0,98
GEOG 560,86,2,85,90
CRWR 308,87,2,87,91
ELEC 291,86,3,82,90
BIOL 338,85,3,80,90
UFOR 101,84,2,82,88
GEOG 329,82,2,82,88
MIDW 201,91,4,72,86
EDST 599,82,10,44,90
MUSC 192,91,18,27,91
AUDI 546,85,11,47,90
PHIL 322,82,16,28,96
LING 201,92,10,40,86
FRST 150,82,16,20,90
CHBE 251,84,19,5,90
MEDI 501,85,7,65,91
BAIT 510,79,6,73,92
ANTH 203,82,20,0,90
ASTU 100,80,12,36,90
MEDG 505,84,19,0,90
ASTR 406,80,8,44,88
LING 530,81,8,43,89
GERM 301,81,12,1,85
FREN 410,91,10,45,88
BAEN 580,84,10,22,90
MATH 564,78,11,29,97
ECON 317,76,10,33,88
PSYC 367,81,,,
MUSC 455,83,12,18,90
ISCI 344,73,11,34,94
POLI 516,83,14,1,95
SPPH 533,86,11,24,86
EDST 532,74,7,55,88
EDUC 141,76,11,1,93
JAPN 401,77,18,0,96
ENGL 222,,8,53,90
FIST 430,,12,20,93
MECH 392,83,11,40,92
MECH 423,78,18,0,92
PATH 327,79,10,24,94
IGEN 450,81,11,0,94
SPPH 562,75,10,31,95
MECH 495,81,22,0,98
GEOG 350,76,14,0,90
ENGL 226,82,15,0,94
CIVL 210,79,8,45,92
ARCH 501,81,10,22,91
ARCL 325,76,12,23,87
SOWK 554,74,12,15,94
POLI 504,75,10,22,88
LIBR 527,74,15,3,94
CPSC 302,77,12,0,93
CHIN 343,87,11,0,91
PHIL 338,89,7,76,92
PLAN 533,88,3,81,90
EDCP 562,87,4,76,90
CHBE 243,86,28,0,92
COMM 220,86,15,19,95
EOSC 474,78,7,76,95
PSYC 560,74,7,62,86
PHIL 491,71,7,65,92
BIOC 203,81,17,11,88
COMM 374,82,11,17,90
SPHA 503,76,10,50,94
ACAM 204,81,14,0,92
ECON 451,74,14,19,90
BAMS 517,78,4,70,85
MECH 220,85,9,44,90
LLED 527,77,13,8,92
MTRL 456,75,,,
GERM 434,78,12,26,90
EDCP 585,78,13,29,93
SURG 514,78,12,20,92
BIOC 403,71,16,3,91
PHIL 331,73,10,56,93
APBI 324,73,20,2,90
APBI 316,74,14,35,93
SPPH 532,75,15,0,99
SPHA 531,,13,0,94
EOSC 529,,8,76,100
PSYC 371,74,6,76,95
PHIL 455,72,6,62,90
SPHA 542,72,4,84,100
POLI 551,72,3,82,94
HIST 370,76,3,79,94
MATH 401,74,6,66,92
CHEM 411,68,9,48,97
GEOG 419,74,2,91,98
COMM 386,73,7,76,96
CPEN 491,73,4,80,92
SOWK 442,68,5,75,91
GEOB 204,74,6,73,97
ENGL 419,74,5,79,94
BIOL 490,75,3,78,89
EOSC 222,69,6,70,94
CENS 307,71,5,77,91
MATH 507,75,10,70,94
CAPS 422,75,6,74,95
CPEN 432,74,4,82,95
COMM 497,71,6,79,98
FREN 221,75,8,60,91
ASIC 220,71,5,82,100
LARC 582,73,5,75,90
WOOD 356,70,5,72,95
ELEC 391,72,6,82,96
POLI 405,85,4,85,99
PHYS 200,86,10,64,95
CIVL 420,85,4,72,87
MECH 421,73,5,75,91
CHEM 235,74,2,80,90
CHBE 346,89,10,71,100
PHAR 590,75,,,
MUSC 569,80,4,84,95
LIBR 516,72,3,84,92
HIST 202,77,7,65,97
GEOB 103,74,9,44,90
ECON 500,72,8,62,93
BIOL 203,74,4,74,88
FNEL 201,77,4,85,95
APBI 260,76,9,62,98
CONS 210,72,7,65,95
PCTH 300,,8,73,97
JAPN 400,,12,28,96
EPSE 411,69,16,5,98
CPSC 531,76,6,74,90
ENGL 546,74,9,49,95
SPPH 552,72,7,64,94
GERM 412,76,8,66,87
ENVR 430,69,9,56,99
SPAN 101,74,5,84,100
LATN 402,75,4,76,89
GERM 200,70,12,58,93
CHIN 401,90,8,57,99
PERS 101,86,9,51,95
NURS 580,79,12,21,98
DENT 440,92,13,21,95
ARCH 504,89,10,44,98
AUDI 513,89,5,70,99
MTRL 442,80,6,63,91
CHBE 345,85,9,61,98
PSYC 322,95,9,51,97
EDST 501,87,23,0,96
SOCI 201,87,10,44,94
NURS 507,82,5,75,89
CPSC 317,86,8,78,100
THTR 210,86,15,0,95
EPSE 316,84,7,65,98
LLED 565,85,10,46,97
MINE 501,84,11,57,99
MATH 120,81,10,16,100
COMM 693,87,11,56,95
CHEM 123,90,15,4,96
MUSC 282,90,15,9,100
ITST 232,79,,,
FRST 439,89,8,57,97
MUSC 533,83,12,36,96
HIST 425,85,11,53,97
MECH 481,91,12,22,94
ECON 234,93,6,66,85
ARTH 555,81,6,72,95
CLST 360,82,11,56,100
EPSE 585,85,13,0,100
ARCH 411,87,4,82,91
EPSE 501,89,6,76,90
GRSJ 224,,8,61,91
CPSC 100,,16,10,90
HEBR 102,90,10,65,90
FIST 340,88,5,63,89
CPEN 541,84,7,66,94
RHSC 587,74,7,57,86
PLAN 508,82,7,70,94
MTRL 451,80,12,31,92
ENGL 246,89,8,56,82
HIST 409,80,13,45,91
MUSC 103,85,5,74,90
SOCI 515,86,15,40,90
SOCI 342,77,4,79,88
CLST 334,80,5,70,86
COMM 337,80,6,68,84
FRST 411,80,6,57,90
MEDI 502,82,5,77,90
EOSC 510,76,8,58,92
RMST 221,82,8,55,92
ASIA 385,92,13,36,92
RELG 207,82,9,45,91
WOOD 330,79,12,0,85
PSYC 530,83,10,16,90
PATH 406,73,13,0,94
DHYG 110,75,9,9,95
CPSC 508,66,14,0,98
RHSC 530,79,14,0,100
VISA 401,93,14,0,96
CPSC 411,78,14,0,99
MATH 600,80,7,60,92
CHEM 405,75,6,75,96
HIST 408,78,,,
MECH 223,72,8,71,97
FISH 501,81,8,62,95
COMM 482,87,9,60,90
ENGL 301,69,9,62,97
COMM 329,81,2,80,86
APBI 327,80,10,60,87
CLST 211,85,5,75,91
MTRL 378,82,4,80,98
AUDI 530,77,3,83,93
APSC 100,74,9,60,94
ECON 336,69,7,61,93
COMM 458,,5,71,92
MATH 421,,6,67,86
FOOD 524,81,3,72,86
CIVL 409,72,6,68,92
JRNL 515,76,8,58,90
COMM 493,73,13,27,90
CPSC 322,75,17,0,94
CHBE 474,85,8,64,97
ARCL 203,84,13,16,100
ECON 603,83,9,52,94
BAFI 519,87,7,70,95
ASIA 498,84,11,42,98
CPSC 261,79,9,50,96
SOCI 352,76,10,53,85
SOCI 101,78,7,70,95
MTRL 263,80,5,81,97
LING 170,80,13,47,83
GEOG 496,76,7,70,94
CRWR 405,83,14,19,98
CHIN 441,80,9,64,93
CHIN 445,70,6,65,93
BMEG 557,72,6,70,96
SPPH 520,84,5,73,93
COMM 462,72,4,80,98
JAPN 361,82,7,65,91
LLED 446,78,10,58,91
EECE 565,77,8,68,94
MEDG 548,80,5,81,94
SOWK 450,84,5,72,95
MEDG 530,81,3,83,93
MECH 221,80,,,
MUSC 101,71,4,76,92
MATH 419,73,4,81,90
CAPS 391,75,2,87,91
GEOG 345,75,4,78,89
CHIN 335,79,2,85,92
THTR 499,78,11,50,88
SPAN 505,75,3,84,93
CRWR 505,76,29,15,90
ANTH 307,75,7,65,92
FNEL 202,77,14,38,92
DHYG 108,78,14,45,95
SOAL 440,83,6,66,85
ARST 540,,10,50,89
KORN 102,,9,56,85
PSYC 401,84,12,34,90
FRST 402,79,15,0,90
AUDI 576,75,20,0,93
LING 511,80,8,77,100
RELG 101,83,14,56,98
ECON 457,80,6,67,90
LING 333,82,3,77,92
HGSE 350,94,8,43,91
ASTR 300,84,7,39,92
EDCP 410,80,6,69,95
CHBE 356,81,3,77,89
ASIA 347,84,4,70,92
CHEM 318,78,8,50,93
MICB 408,78,1,94,97
LLED 479,80,6,75,92
CHIN 231,79,4,77,91
COMM 453,79,6,38,91
PSYC 365,80,8,66,97
LLED 452,78,12,50,95
BIOL 326,72,6,67,96
BUSI 450,75,10,24,91
FOOD 525,82,12,34,96
EPSE 543,77,9,0,94
MUSC 323,78,7,63,93
CSIS 450,68,9,29,99
PHAR 591,87,11,0,94
URSY 510,89,8,56,96
PSYC 404,60,7,63,95
ASTR 101,86,7,63,95
DSCI 571,83,3,80,97
SOWK 400,86,4,82,98
SPPH 302,83,9,64,92
PSYC 546,83,12,40,100
EOSC 420,87,6,60,87
EDST 531,89,7,61,92
BIOL 434,82,10,35,94
NURS 585,80,8,55,97
CSIS 300,84,10,50,93
EECE 563,89,11,50,93
FREN 370,87,9,53,92
PATH 547,88,12,35,97
SOCI 415,,9,52,95
EPSE 449,,15,0,100
EDST 581,84,13,48,99
CNPS 595,87,12,54,90
PHYS 504,89,27,0,91
CHEM 121,82,16,55,90
ARTH 350,88,4,85,95
CHEM 519,74,16,50,95
BUSI 221,87,8,67,98
PLAN 331,69,40,0,93
WOOD 461,83,11,62,93
PHYS 449,76,22,0,98
MECH 462,81,10,61,96
GRSJ 310,77,10,16,91
AUDI 516,78,8,50,99
LING 452,77,16,17,97
FOPR 362,75,8,60,94
APBI 265,75,12,0,98
THTR 405,74,0,90,90
POLI 333,94,7,67,94
PHAR 448,88,13,40,91
MECH 327,80,4,85,97
SPPH 581,85,11,57,93
EPSE 406,78,4,82,94
ARTH 262,84,6,76,97
BAFI 580,84,5,76,94
GERM 110,85,5,69,85
ECON 566,82,7,68,88
POLI 364,80,,,
VISA 340,96,7,68,90
MECH 592,82,8,54,84
WOOD 488,86,6,63,89
THTR 448,79,11,28,99
CPSC 490,84,6,65,94
CHEM 534,73,16,11,98
PSYC 314,84,20,10,93
PHRM 211,78,15,0,90
ECON 555,77,6,59,88
DSCI 542,80,13,0,95
MUSC 193,79,4,80,91
SPHA 511,80,3,86,94
PHYS 516,79,5,80,95
MECH 328,81,3,84,92
HGSE 311,85,2,89,95
SOCI 502,85,1,84,88
PSYC 366,85,3,83,93
CIVL 583,92,5,74,88
EOSC 331,90,3,84,92
NURS 502,83,11,52,90
MTRL 392,74,26,3,90
CHBE 575,79,12,50,92
BIOL 446,82,15,23,85
ENGL 210,82,4,66,83
CIVL 582,89,7,72,94
SOCI 500,78,11,60,99
FREN 223,79,9,61,99
CRWR 440,78,5,73,93
ASIA 396,79,5,77,91
COMM 382,78,10,39,92
MICB 353,77,5,68,86
APPP 503,84,7,61,93
HIST 256,79,5,72,97
FNEL 102,68,10,37,92
BIOL 344,69,10,53,98
EOSC 428,90,3,85,93
PLAN 580,80,3,80,92
ENGL 331,88,24,15,98
ECED 401,69,6,75,98
SPPH 563,85,5,82,99
SOCI 425,82,6,70,95
CRWR 208,84,,,
RELG 308,72,3,84,96
CHIN 407,81,7,64,99
BABS 502,75,5,75,94
ARCH 551,76,7,66,92
ENGL 375,73,5,80,97
MECH 479,90,3,85,96
ETEC 533,83,12,0,99
GEOG 547,81,4,80,97
HIST 419,91,4,70,97
ARTH 377,82,5,70,99
CHEM 402,90,2,88,95
ECON 516,86,2,90,96
BAMS 503,87,3,90,99
FOOD 527,77,3,88,98
HGSE 313,80,7,73,100
VISA 183,,4,86,98
LING 531,,5,73,93
FNEL 380,78,5,81,100
ECON 390,77,5,75,98
BUSI 441,79,2,86,94
MICB 405,83,3,90,96
PSYC 461,86,5,84,97
CPSC 410,83,6,78,95
EDST 525,69,6,73,89
CDST 250,71,4,82,96
CIVL 437,80,5,78,96
WOOD 245,75,3,86,96
BIOL 346,86,3,89,98
ECED 442,90,2,89,99
ELEC 465,91,2,91,98
COMM 491,90,0,95,95
LLED 570,92,2,93,99
COMM 457,86,6,84,100
BMEG 220,87,5,80,95
SCAN 414,81,7,70,97
UFOR 403,88,5,85,99
CPSC 544,78,5,81,95
ASIA 376,75,9,69,95
PHAR 405,81,1,93,96
EOSC 429,78,6,78,93
BIOL 413,78,8,72,98
MECH 589,85,4,85,95
CIVL 301,88,4,85,95
CPSC 340,85,28,0,98
EOSC 340,84,3,80,97
HIST 273,83,7,76,99
PSYC 305,78,3,88,97
NEST 506,78,7,64,100
FIPR 101,80,3,91,100
PHIL 211,84,3,83,100
MEDG 575,77,6,71,99
MATH 110,85,2,92,99
CHEM 111,89,4,81,98
ISCI 312,88,4,79,98
GEOG 520,83,5,76,100
EOSC 425,90,7,57,98
ECON 370,91,6,66,100
SCAN 413,87,8,65,100
NAME 566,,7,55,96
MATH 200,,5,79,100
BIOC 410,90,7,52,99
RHSC 515,89,3,87,98
CNPS 426,85,14,16,100
POLS 200,84,3,86,93
MTRL 578,92,5,78,93
COMM 204,91,2,91,96
AUDI 558,90,3,86,94
VISA 330,89,4,85,95
PHYS 403,92,8,68,93
PSYC 302,90,9,64,98
THTR 440,91,4,86,97
HGSE 355,94,4,85,95
ARTH 369,96,3,87,95
MATH 307,94,8,75,99
AUDI 586,88,5,78,94
PHIL 550,92,7,71,98
ELEC 453,86,10,53,88
CELL 502,93,8,60,96
CNPS 580,92,5,74,92
HIST 365,90,10,57,93
ENGL 221,94,5,74,90
CIVL 411,92,9,62,97
PSYC 303,88,7,70,93
ELEC 454,82,,,
WOOD 244,90,8,71,99
COMM 590,89,11,53,90
MIDW 310,92,3,90,96
DSCI 512,94,3,83,95
IGEN 430,95,10,55,97
COHR 433,95,7,55,92
EDCP 343,95,9,60,94
ENGL 319,97,11,37,95
ECON 102,94,10,50,91
PHIL 230,90,12,0,97
ENGL 525,88,9,58,96
MATH 423,92,8,55,94
DMED 500,87,6,65,90
MATH 422,83,9,58,94
LIBE 461,94,11,47,94
SOWK 551,85,11,37,93
ITAL 201,86,7,65,89
MATH 152,92,10,65,94
FIST 220,92,9,60,89
ASTR 505,92,8,56,93
LING 532,85,13,2,98
BIOL 200,94,15,12,96
WOOD 280,90,9,59,94
EDST 577,93,8,51,92
LING 140,93,7,58,91
NURS 552,98,11,12,93
SOWK 440,96,6,55,90
ARCH 513,94,16,0,98
ENVR 410,95,10,55,95
CHEM 410,93,9,54,96
ENGL 322,94,9,48,94
BUSI 354,93,14,36,96
BUSI 353,90,12,0,97
EPSE 581,92,19,0,97
BIOL 343,88,21,0,97
RUSS 102,85,14,0,97
MIDW 104,96,10,46,92
HIST 402,91,12,50,88
EPSE 596,94,7,67,96
ELEC 507,88,12,9,91
BABS 550,90,13,24,96
AUDI 563,86,,,
LING 300,93,12,27,89
ECON 471,90,10,54,93
ARCH 568,90,10,52,96
HIST 449,81,7,59,87
ARCH 511,84,14,0,98
SOWK 559,91,11,0,94
SPAN 401,87,16,0,100
CIVL 436,90,16,0,99
LLED 553,83,14,0,96
GERM 426,88,17,1,100
FRST 210,88,11,0,100
CRWR 457,75,14,0,98
UFOR 402,82,5,76,96
GEOG 314,82,8,70,97
EOSC 523,81,6,62,95
BAFI 532,85,5,58,90
CHEM 529,82,6,61,92
PHIL 240,85,11,29,90
MTRL 280,,5,71,93
PHIL 320,,4,77,93
CPSC 536,82,9,58,97
COMM 466,76,6,56,97
BAHR 580,93,3,81,90
PSYC 216,90,5,80,92
CNPS 545,84,3,80,92
BUSI 100,80,9,70,90
SPAN 501,78,1,90,93
CIVL 415,81,2,85,90
SPPH 535,74,2,89,95
SWED 210,78,3,82,90
HIST 308,77,2,83,90
ENGL 360,86,4,80,92
LIBR 528,81,3,84,92
ASIA 313,79,4,85,94
FRST 319,77,2,85,91
CIVL 316,74,2,81,91
APBI 414,76,2,90,95
NURS 430,75,6,72,91
POLI 327,76,5,76,93
MDVL 301,74,4,80,90
COMM 671,75,6,81,100
ENGL 499,78,5,80,95
CIVL 478,78,5,80,95
PLAN 553,74,4,81,93
ASIA 254,77,3,80,91
THTR 130,73,12,48,93
PHIL 432,80,11,43,92
PHYS 109,77,4,80,90
MUSC 105,78,1,87,90
DSCI 521,77,6,72,91
ECON 310,71,12,60,100
COMM 311,69,11,0,94
MUSC 339,76,17,0,98
FREN 355,70,15,0,93
AUDI 518,71,7,60,88
PSYC 571,77,11,50,92
THTR 205,78,12,26,92
COMM 363,73,7,60,90
POLI 540,83,8,69,96
MINE 396,75,13,15,91
FRST 553,77,14,9,88
CONS 503,,8,59,95
ECON 406,,28,0,100
ENGL 231,72,6,64,90
EOSC 311,75,10,40,85
POLI 449,77,15,0,93
LIBR 520,77,15,0,88
CRWR 507,80,23,0,88
COMM 421,72,16,0,88
ITST 110,76,5,66,86
CPSC 501,75,8,68,96
FRST 523,73,5,60,86
FRST 560,80,7,50,91
FIPR 131,90,8,53,90
ASIA 208,74,16,35,98
EDCP 512,87,16,4,88
CLST 204,86,21,0,91
PLAN 534,83,7,61,84
HIST 338,84,20,20,92
ADHE 412,84,20,5,85
POLI 523,79,18,0,88
TIBT 101,86,5,75,90
EOSC 329,86,5,71,90
PSYC 102,80,,,
ELEC 474,87,22,0,90
CELL 507,87,16,0,100
ENGL 330,87,14,0,90
SPHA 501,86,5,60,90
THTR 120,82,9,44,90
ECON 210,92,7,63,95
MUSC 135,87,5,72,92
CHEM 335,92,12,22,91
HIST 356,87,6,68,91
EDCP 526,87,8,44,84
SCAN 415,87,7,52,90
CNPS 508,88,22,0,90
BAPA 550,89,12,56,95
FIST 436,88,20,0,96
PHTH 511,87,12,15,93
PSYC 488,93,16,43,100
HIST 104,86,9,64,100
EPSE 348,86,18,0,90
MUSC 419,86,10,48,96
PLAN 211,90,11,54,99
PHAR 450,87,15,16,95
PHYS 229,87,10,50,95
LING 510,87,22,0,96
MATH 437,88,24,15,93
LIBR 535,85,10,50,95
HIST 490,83,7,58,94
COMM 443,85,11,43,98
APBI 312,85,17,0,96
VISA 241,88,14,24,95
MUSC 312,81,5,69,88
THTR 273,86,16,23,91
STAT 460,80,12,40,94
SPPH 569,78,17,0,95
PATH 375,76,6,70,86
MATH 405,79,27,2,88
BIOL 449,74,20,0,97
ANTH 213,78,7,55,93
MINE 555,78,7,45,88
CPSC 344,81,5,64,90
UFOR 401,77,8,43,85
MATH 253,78,4,74,90
MECH 464,77,,,
EOSC 328,70,10,30,97
POLI 352,75,15,15,95
EOSC 354,75,10,54,97
LLED 223,78,10,50,96
MTRL 595,72,12,25,89
FOOD 521,67,6,58,82
BIOL 412,75,8,44,87
FRST 101,78,16,0,91
ANTH 300,89,10,52,90
ATSC 113,77,8,35,91
ELEC 321,78,15,0,92
COMM 395,76,13,0,97
CIVL 529,82,6,73,92
EDST 570,76,5,77,94
CIVL 416,73,18,29,84
BIOL 548,74,22,0,88
SPHA 510,69,10,0,98
ELEC 473,67,10,23,91
JAPN 160,72,10,0,96
ELEC 524,85,13,0,92
CHBE 230,80,8,68,96
CHEM 560,,2,77,88
THTR 391,,3,79,92
BALA 503,77,5,73,92
SOCI 102,82,3,70,87
SOWK 320,76,3,77,88
BUSI 295,81,5,67,89
ASIA 456,79,8,60,98
MATH 616,79,8,36,90
ENDS 320,86,14,0,92
PHIL 451,83,8,54,93
MECH 698,79,10,39,93
CHIN 337,72,4,85,96
EDCP 492,73,13,60,96
NURS 330,69,8,70,95
EOSC 442,77,5,73,94
PHYS 309,70,10,68,95
MATH 264,80,5,81,93
MRNE 437,84,7,55,94
CIVL 561,89,13,17,97
ELEC 221,75,15,60,94
BUSI 291,83,,,
NURS 350,82,12,43,92
ARTH 352,75,8,62,97
SPAN 301,81,13,60,95
ASTR 333,74,10,64,95
MUSC 420,69,13,50,100
COMM 393,82,12,53,93
MUSC 506,84,12,58,86
MATH 361,84,5,73,94
GRSJ 311,80,10,65,99
HIST 403,74,8,65,95
GEOG 364,80,8,50,97
ECON 226,76,15,27,99
CHIN 233,77,19,0,100
FIST 338,77,9,71,95
EPSE 569,77,9,77,100
CHEM 406,67,14,33,96
MUSC 393,77,12,61,95
HIST 333,77,14,42,96
PATH 404,76,10,52,86
CIVL 526,80,9,65,96
MINE 485,74,13,68,98
BIOL 342,82,7,69,100
WOOD 292,,24,9,93
MINE 303,,15,30,94
ETEC 532,84,12,55,98
FREN 371,76,14,8,100
SPAN 420,82,6,70,99
RELG 475,77,9,55,93
ECON 345,73,10,36,98
ADHE 329,75,12,25,93
APSC 541,76,16,26,100
LLED 558,73,16,0,99
GERM 302,74,16,7,97
ECON 492,77,18,0,99
FREN 483,72,12,37,100
PHYS 420,76,16,0,98
EDCP 305,84,14,21,96
CHBE 457,85,15,5,95
BASM 510,68,2,88,95
BIOL 458,70,7,56,100
CCST 502,73,11,40,95
BUSI 370,74,,,
LIBR 553,74,3,87,96
AUDI 514,73,18,0,100
LING 433,85,15,1,99
ASIA 441,83,3,82,100
PHIL 334,86,8,62,100
PSYC 277,85,16,50,100
ASIA 316,83,16,1,100
ARTH 410,83,19,8,100
ANTH 215,80,7,68,95
ENGL 491,80,4,85,97
GEOB 370,79,20,10,96
MINE 553,78,8,76,97
CPSC 221,81,7,70,92
HGSE 351,79,11,50,100
MATH 318,91,6,69,92
MECH 224,80,11,64,97
EDCP 565,83,16,46,97
COMM 450,88,29,0,93
BIOL 325,89,11,60,86
MECH 226,87,6,75,94
FRST 305,82,8,76,99
MATH 184,78,7,86,100
MUSC 100,78,12,62,96
CPEN 333,,3,82,90
